1	31.34796238	40.32258065
1.001304	30.97061796	40.17273494
1.00267879	30.87502963	40.17273494
1.004055468	30.59177248	39.85263347
1.005434037	30.78002954	40.66264634
1.006814497	30.59177248	40.33472177
1.008196854	30.40580426	40.012044
1.009581108	30.22208338	39.85263347
1.010967263	30.13105301	40.17273494
1.012355321	30.04056937	40.17273494
1.013745285	29.95062754	40.66264634
1.015137157	30.04056937	40.49802024
1.01653094	30.13105301	40.33472177
1.017926637	30.22208338	40.17273494
1.019324251	30.49850488	40.012044
1.020723783	30.68561227	40.012044
1.022125237	30.68561227	39.85263347
1.023528615	30.87502963	40.012044
1.024933919	30.87502963	39.85263347
1.026341154	31.35896426	40.33472177
1.02775032	31.16358131	40.66264634
1.029161421	31.45757736	41.16465432
1.03057446	31.35896426	40.82861633
1.031989439	31.0668	40.66264634
1.03340636	31.16358131	40.66264634
1.034825227	31.35896426	40.49802024
1.036246042	31.35896426	40.33472177
1.037668808	31.55681262	40.82861633
1.039093527	31.96009457	41.85360251
1.040520203	32.16562572	42.74791026
1.041948837	32.26938581	42.74791026
1.043379433	32.79839213	42.93137768
1.044811993	33.12420397	42.93137768
1.046246519	32.90628158	42.56600426
1.047683016	32.47892727	42.56600426
1.049121485	32.47892727	42.93137768
1.050561928	32.90628158	43.68127074
1.05200435	32.90628158	43.68127074
1.053448752	32.90628158	43.87285526
1.054895137	33.01488317	44.06612775
1.056343508	33.12420397	44.06612775
1.057793868	33.345032	43.87285526
1.059246219	32.90628158	43.68127074
1.060700564	32.06253077	43.11642672
1.062156906	32.06253077	43.30307792
1.063615247	32.26938581	43.68127074
1.065075591	32.26938581	43.68127074
1.06653794	32.06253077	43.68127074
1.068002296	31.75717333	43.68127074
1.069468663	32.06253077	43.87285526
1.070937044	32.47892727	43.68127074
1.07240744	32.69120784	43.87285526
1.073879856	32.69120784	44.06612775
1.075354293	33.01488317	44.85655157
1.076830754	33.12420397	45.05860811
1.078309243	32.79839213	45.05860811
1.079789761	32.90628158	45.26249321
1.081272313	32.69120784	44.85655157
1.0827569	32.90628158	45.05860811
1.084243525	33.12420397	45.05860811
1.085732191	33.345032	45.46823182
1.087222902	34.02554286	46.31023611
1.088715659	34.85543415	47.40763507
1.090210465	34.97730629	47.40763507
1.091707324	34.85543415	47.63338571
1.093206238	35.4734383	48.55830583
1.094707211	35.85487312	49.27591626
1.096210244	36.2446	50.015055
1.09771534	36.50915912	50.77670558
1.099222503	36.2446	50.26638693
1.100731736	35.85487312	49.27591626
1.102243041	35.34809046	48.55830583
1.10375642	35.59967829	49.03436765
1.105271878	35.72682	49.51985644
1.106789416	35.72682	49.27591626
1.108309038	35.72682	49.51985644
1.109830746	35.34809046	49.03436765
1.111354544	34.85543415	47.86129665
1.112880434	34.37632165	46.96249296
1.114408418	34.49486069	46.96249296
1.115938501	34.85543415	47.40763507
1.117470685	34.37632165	46.52563256
1.119004972	34.49486069	46.74304206
1.120541366	33.91020203	46.09682488
1.122079869	34.14167099	46.52563256
1.123620485	34.25859452	46.52563256
1.125163216	34.61422007	46.96249296
1.126708065	35.10003368	47.18401415
1.128255035	35.59967829	47.63338571
1.129804129	35.98384748	48.32372464
1.13135535	36.11375307	48.32372464
1.132908701	36.11375307	48.09139904
1.134464185	36.37639855	48.09139904
1.136021804	37.05003556	48.32372464
1.137581562	37.32652836	48.32372464
1.139143462	38.32762299	49.51985644
1.140707506	38.62358919	49.27591626
1.142273697	39.53956364	50.015055
1.143842039	40.0140384	50.52025758
1.145412534	40.66467317	51.56191237
1.146985185	41.33681653	52.37178534
1.148559996	42.56812596	53.77962903
1.150136969	44.658525	55.88274302
1.151716107	46.52795163	57.82087283
